subscriber,income,age,var1,gender,house_type,lastVisit,product02
7346,84258.38,45.76487,-0.3200127,m,RENTAL,10/22/2015 13:18,Nee
7347,74493.32,34.50725,0.5571688,m,OWNER,10/22/2015 19:50,Nee
7348,115875,61.44917,-1.464481,f,RENTAL,10/23/2015 0:56,Nee
7349,NA,51.71356,-0.3488476,NA,RENTAL,10/23/2015 1:26,Nee
7350,98041.46,51.71356,-0.3488476,m,RENTAL,10/23/2015 1:26,Nee
7351,216158.5,62.4188,0.4338868,f,OWNER,10/23/2015 10:53,Nee
7352,51735.83,35.4401,0.1667629,m,OWNER,10/23/2015 16:48,Nee
7353,36189.93,49.99288,-1.70856,f,RENTAL,10/23/2015 21:40,Nee
7354,116561.6,72.1954,0.193883,f,OWNER,10/24/2015 11:47,Nee
7355,34327.68,23.84354,1.510723,m,OWNER,10/25/2015 2:09,Nee
7356,49866.64,19.96078,2.526505,m,OWNER,10/25/2015 7:09,Nee
7357,43137.44,39.32068,-0.3796021,m,RENTAL,10/26/2015 8:23,Nee
7358,18859.17703,31.70659811,-0.328405729,m,RENTAL,10/26/2015 10:45,Ja
7359,20517.66192,33.01685132,-0.542159166,m,RENTAL,10/26/2015 13:19,Ja
7360,36689.13,28.5511,0.188874,m,OWNER,10/26/2015 16:46,Nee
7361,157708.8,65.60826,-0.5093919,f,RENTAL,10/27/2015 9:30,Nee
7362,29100.71,38.98044,-0.7858168,m,RENTAL,10/27/2015 18:56,Ja
7363,609647.5,89.70405,2.09203,f,OWNER,10/27/2015 20:00,Ja
7364,281783.3,73.54683,-0.3267696,f,RENTAL,10/27/2015 21:56,Ja
7365,NA,69.29134,-1.463437,NA,NA,10/27/2015 23:34,Nee
7366,107447.6,69.29134,-1.463437,m,RENTAL,10/27/2015 23:34,Nee
7367,19582.31,31.74221,-0.02940999,m,RENTAL,10/28/2015 12:29,Nee
7368,217779,85.89319,-0.2410874,f,RENTAL,10/28/2015 13:37,Nee
7369,120223.9,49.95381,-0.08885453,NA,RENTAL,10/28/2015 14:00,Ja
7370,120223.9,49.95381,-0.08885453,m,RENTAL,10/28/2015 14:00,Ja
7371,47447.28,27.46535,0.9421742,m,OWNER,10/28/2015 14:51,Ja
7372,137036.4,50.96883,-0.2838966,f,RENTAL,10/28/2015 23:11,Nee
7373,20489.76,29.17549,-0.1778207,m,RENTAL,10/29/2015 8:15,Nee
7374,121148.5,29.42054,1.520687,m,OWNER,10/29/2015 10:19,Ja
7375,9528.492,23.6447,0.5323589,m,OWNER,10/29/2015 15:26,Nee
7376,4982.548,32.08109,-0.9113258,m,RENTAL,10/29/2015 21:50,Nee
7377,120382.1,30.52438,1.798487,m,OWNER,10/29/2015 22:52,Ja
7378,314163.8,85.6919,0.4698417,f,OWNER,10/30/2015 0:51,Ja
7379,39096.20364,49.8578909,NA,m,NA,10/30/2015 8:47,Ja
7380,39096.20364,49.8578909,-1.198343052,m,RENTAL,10/30/2015 8:47,Ja
7381,20328.08,19.5461,2.471739,m,OWNER,10/30/2015 19:25,Nee
7382,29944.13,37.9789,-0.3271055,m,RENTAL,10/30/2015 21:01,Ja
7383,99248.82,34.35378,0.4162151,f,OWNER,10/30/2015 23:29,Nee
7384,17132.43582,19.6404296,2.278185614,m,OWNER,10/31/2015 0:36,Nee
7385,241379.1,52.8932,0.8124937,f,OWNER,10/31/2015 1:50,Ja
7386,47952.62,36.54529,0.472736,m,OWNER,10/31/2015 12:49,Ja
7387,16473.55712,38.45570075,-0.759902896,m,RENTAL,10/31/2015 21:44,Nee
7388,89321.55,29.87878,1.074581,m,OWNER,10/31/2015 22:06,Nee
7389,109810,76.32165,-0.3740362,f,RENTAL,11/1/2015 0:30,Nee
7390,78810.90985,58.57117824,-0.771597183,m,NA,11/1/2015 10:08,Nee
7391,78810.90985,58.57117824,-0.771597183,m,RENTAL,11/1/2015 10:08,Nee
7392,270861.7,39.62959,4.629793,f,OWNER,11/1/2015 12:30,Ja
7393,326986.4,29.6349,0.6895761,f,OWNER,11/1/2015 13:59,Ja
7394,72166.92235,24.32219143,2.654831369,m,OWNER,11/1/2015 14:45,Nee
7395,31718.68,32.39524,0.4236862,m,OWNER,11/1/2015 19:52,Nee
7396,24121.13,34.19504,-0.04230241,m,RENTAL,11/1/2015 22:22,Nee
7397,91581.72,77.44447,-1.502497,f,RENTAL,11/1/2015 23:29,Ja
7398,150633.1,67.92066,-1.873967,f,RENTAL,11/2/2015 1:59,Nee
7399,180107.7,31.63042,1.040439,f,OWNER,11/2/2015 4:58,Ja
7400,388395.4,60.64349,2.549718,f,OWNER,11/2/2015 5:25,Ja
7401,165396.6,61.21158,1.020479,f,OWNER,11/2/2015 8:56,Nee
7402,68630.6,25.35004,1.73867,m,OWNER,11/2/2015 14:00,Ja
7403,213856,65.91754,-0.3435981,f,RENTAL,11/2/2015 18:10,Nee
7404,168007.2,82.49793,-1.001879,f,RENTAL,11/3/2015 0:46,Ja
7405,200803.9,25.45502,0.09332725,f,OWNER,11/3/2015 1:28,Nee
7406,233312,40.37006,2.343477,f,OWNER,11/3/2015 12:09,Ja
7407,59049.55,22.07623,2.909774,m,OWNER,11/4/2015 1:43,Ja
7408,40331.27,27.39419,1.207043,m,OWNER,11/4/2015 9:20,Ja
7409,385646.6,37.01855,3.399167,f,OWNER,11/4/2015 10:09,Ja
7410,177271.4,51.69767,0.1565851,m,OWNER,11/4/2015 10:25,Ja
7411,86957.64,43.53803,-0.2046496,m,RENTAL,11/5/2015 2:50,Nee
7412,85880.5538,NA,-1.258987411,m,RENTAL,11/5/2015 4:50,Ja
7413,85880.5538,63.86342204,-1.258987411,m,RENTAL,11/5/2015 4:50,Ja
7414,70640.78,24.06326,2.439251,m,OWNER,11/6/2015 17:35,Ja
7415,194874.7,33.76798,0.926129,f,OWNER,11/6/2015 21:32,Nee
7416,14175.71113,37.94267877,-0.754402985,m,RENTAL,11/7/2015 9:16,Nee
7417,138548.5,59.36496,-0.3628855,f,RENTAL,11/7/2015 9:35,Nee
7418,112688.5,44.91213,0.3971002,m,OWNER,11/7/2015 15:08,Nee
7419,190038.6,60.38523,0.467281,f,OWNER,11/8/2015 0:27,Nee
7420,66915.14,39.00886,0.3247487,f,OWNER,11/8/2015 3:54,Nee
7421,60799.69,NA,-1.001682,m,NA,11/8/2015 14:27,Ja
7422,60799.69,54.87333,-1.001682,m,RENTAL,11/8/2015 14:27,Ja
7423,30315.04,33.73948,-0.2053131,m,RENTAL,11/8/2015 23:19,Nee
7424,35122.65619,28.81472258,0.849233136,m,OWNER,11/9/2015 1:16,Ja
7425,202674.783,71.75876297,-1.05286598,NA,RENTAL,11/9/2015 4:50,Nee
7426,202674.783,71.75876297,-1.05286598,m,RENTAL,11/9/2015 4:50,Nee
7427,264498.8,51.67031,1.658939,f,OWNER,11/9/2015 8:13,Ja
7428,156355.2,61.9679,0.9245109,f,OWNER,11/9/2015 13:25,Ja
7429,72609.96,78.06801,-1.644552,f,RENTAL,11/9/2015 19:26,Nee
7430,436479.7,77.59165,1.097701,f,OWNER,11/10/2015 5:04,Ja
7431,88762.81819,46.20359056,0.046692222,m,OWNER,11/10/2015 5:07,Nee
7432,NA,46.65470902,NA,m,NA,11/10/2015 9:50,Nee
7433,64655.74991,46.65470902,-0.508512337,m,RENTAL,11/10/2015 9:50,Nee
7434,137121.6,59.76898,-1.049815,f,RENTAL,11/10/2015 13:41,Nee
7435,81832.01,66.47342,-0.7559498,f,RENTAL,11/10/2015 20:56,Nee
7436,168140.9,78.03331,-1.586563,f,RENTAL,11/10/2015 21:47,Nee
7437,168828.2,63.50655,0.4488063,f,OWNER,11/10/2015 21:52,Nee
7438,70603,25.91771,1.632148,m,OWNER,11/10/2015 23:46,Nee
7439,137462,80.50999,-0.08592156,f,RENTAL,11/11/2015 2:07,Nee
7440,44359.75,29.56628,-0.3424574,f,RENTAL,11/11/2015 8:10,Ja
7441,32733.92,34.07179,-0.09209209,m,RENTAL,11/11/2015 10:37,Ja
7442,91175.77,54.99038,-2.390825,f,RENTAL,11/12/2015 8:06,Nee
7443,118542.2,32.8548,1.150193,m,OWNER,11/12/2015 14:17,Ja
7444,211742.3,63.74158,0.1909258,f,OWNER,11/13/2015 10:42,Nee
7445,163494.5721,29.99572112,2.209291597,m,OWNER,11/13/2015 20:17,Ja
7446,61525.53,41.38276,0.1790802,m,OWNER,11/14/2015 1:32,Nee
7447,NA,48.19397,-0.1734946,m,NA,11/14/2015 11:58,Nee
7448,83361.84,48.19397,-0.1734946,m,RENTAL,11/14/2015 11:58,Nee
7449,132545.1,47.15665,0.06920866,f,OWNER,11/14/2015 15:52,Nee
7450,140813.3,67.16478,-1.374102,NA,NA,11/14/2015 19:06,Nee
7451,140813.3,67.16478,-1.374102,m,RENTAL,11/14/2015 19:06,Nee
7452,59357.48252,37.4719955,-0.072059974,m,RENTAL,11/14/2015 23:49,Nee
7453,115739.4,42.45121,0.7408529,m,OWNER,11/15/2015 4:09,Nee
7454,23800.49035,29.90173913,-0.180115333,m,RENTAL,11/15/2015 7:55,Nee
7455,148548.7,42.60049,-0.272417,f,RENTAL,11/15/2015 10:14,Nee
7456,189511.9,28.68072,3.415757,f,OWNER,11/15/2015 11:04,Ja
7457,17992.1,35.28065,-0.233385,m,RENTAL,11/15/2015 12:06,Ja
7458,207976.1,32.72697,0.8242005,f,OWNER,11/15/2015 13:51,Nee
7459,157017.2,27.35692,2.152442,m,OWNER,11/15/2015 13:59,Ja
7460,38359.56573,32.17605403,0.188274132,m,OWNER,11/15/2015 19:10,Ja
7461,80606.85,NA,NA,NA,RENTAL,11/16/2015 0:24,Nee
7462,80606.85,61.38583,-1.257137,m,RENTAL,11/16/2015 0:24,Nee
7463,12035.24,37.74647,-0.8947719,m,RENTAL,11/16/2015 5:45,Nee
7464,149358.4,57.11017,-0.06551345,m,RENTAL,11/16/2015 13:16,Nee
7465,149358.4,57.11017,-0.06551345,m,RENTAL,11/16/2015 13:16,Nee
7466,NA,45.81887,-0.6858361,NA,RENTAL,11/16/2015 14:46,Nee
7467,60837.68,45.81887,-0.6858361,m,RENTAL,11/16/2015 14:46,Nee
7468,361516.6,75.08493,-0.4049193,f,RENTAL,11/16/2015 22:32,Ja
7469,9663.889,33.23687,-0.6649145,m,RENTAL,11/17/2015 5:19,Nee
7470,26738.41,37.01342,-0.4317919,m,RENTAL,11/17/2015 9:02,Ja
7471,37069.89778,23.33917175,1.533787981,m,OWNER,11/17/2015 9:35,Nee
7472,239755.1,65.7261,-0.2872743,f,RENTAL,11/18/2015 8:23,Nee
7473,123561,83.22874,-0.6891203,f,RENTAL,11/18/2015 11:27,Nee
7474,75162.71,37.02749,0.4529583,m,OWNER,11/18/2015 14:52,Ja
7475,132033.8,29.51041,1.483929,m,OWNER,11/18/2015 20:33,Nee
7476,56128.2,43.47024,-0.03300213,m,RENTAL,11/19/2015 3:50,Ja
7477,12477.4,29.99474,-0.9166035,m,RENTAL,11/19/2015 8:35,Ja
7478,38491.68,36.37203,-0.0188562,m,RENTAL,11/19/2015 10:57,Ja
7479,64834.18,28.36979,1.0194,m,OWNER,11/19/2015 11:04,Ja
7480,273483.4,47.04911,2.634355,f,OWNER,11/19/2015 15:59,Ja
7481,120521.4724,49.226125,NA,m,NA,11/19/2015 20:08,Nee
7482,120521.4724,49.226125,-0.030804788,m,RENTAL,11/19/2015 20:08,Nee
7483,27310.38,39.0537,-0.9405375,m,RENTAL,11/20/2015 0:47,Ja
7484,19192.06554,23.88004857,0.556488203,m,OWNER,11/20/2015 1:59,Ja
7485,NA,58.24328,NA,NA,RENTAL,11/20/2015 10:36,Nee
7486,101365.7,58.24328,-0.8845669,m,RENTAL,11/20/2015 10:36,Nee
7487,256193.4,74.14202,0.007753095,f,OWNER,11/20/2015 13:42,Ja
7488,134121.4,60.19008,0.5204554,f,OWNER,11/21/2015 0:21,Nee
7489,124757.5,62.30734,-0.1332651,f,RENTAL,11/21/2015 1:49,Nee
7490,91060.87,56.78481,-2.153892,f,RENTAL,11/21/2015 2:59,Nee
7491,227462.2,76.03281,1.586109,f,OWNER,11/21/2015 7:05,Nee
7492,288858.1,83.495,-0.03795143,f,RENTAL,11/21/2015 11:21,Ja
7493,47330.69415,21.52649963,2.187566552,m,OWNER,11/21/2015 15:56,Ja
7494,261472.9,49.85157,-0.2445418,f,RENTAL,11/21/2015 16:53,Ja
7495,241735.1,79.70251,-0.8406292,f,RENTAL,11/22/2015 0:56,Ja
7496,35951.114,23.79082441,1.194310394,m,OWNER,11/22/2015 7:48,Ja
7497,234283.5,45.20199,0.3672884,f,OWNER,11/22/2015 13:18,Ja
7498,3401.280529,22.87795278,0.033236967,m,OWNER,11/23/2015 7:00,Nee
7499,137874.9,36.28877,1.063064,m,OWNER,11/23/2015 8:27,Nee
7500,170152.1,54.84147,0.6077159,f,OWNER,11/23/2015 10:28,Nee
7501,92683.43,32.15248,1.039765,m,OWNER,11/23/2015 11:07,Nee
7502,207817,62.03944,0.190567,f,OWNER,11/23/2015 15:33,Ja
7503,23116.34,29.0832,0.2415814,m,OWNER,11/23/2015 17:51,Nee
7504,100485,49.03957,-0.05780187,m,NA,11/23/2015 20:04,Nee
7505,100485,49.03957,-0.05780187,m,RENTAL,11/23/2015 20:04,Nee
7506,NA,NA,-1.919496,NA,NA,11/23/2015 20:25,Nee
7507,29914,57.69746,-1.919496,m,RENTAL,11/23/2015 20:25,Nee
7508,136170.5,48.41296,-0.7093467,f,RENTAL,11/24/2015 11:29,Nee
7509,175714.6,48.47884,0.4356311,m,OWNER,11/24/2015 15:36,Nee
7510,219945.4,57.14824,-0.7950401,f,RENTAL,11/25/2015 19:58,Ja
7511,296811.6,80.74062,-0.07880676,f,RENTAL,11/26/2015 0:53,Ja
7512,46096,21.45209,2.365277,m,OWNER,11/26/2015 9:13,Nee
7513,224737.3,80.39757,0.2849908,f,OWNER,11/26/2015 15:28,Nee
7514,51379.47,38.85527,-0.3087912,m,RENTAL,11/26/2015 20:07,Ja
7515,365575,70.14361,13.60078,f,OWNER,11/27/2015 2:48,Ja
7516,58475.65,41.02415,-0.2870282,m,RENTAL,11/27/2015 10:38,Nee
7517,166940,29.9079,1.963607,f,OWNER,11/27/2015 15:39,Nee
7518,33682.22,25.51973,1.251662,m,OWNER,11/27/2015 16:07,Ja
7519,26711.42,32.67782,-1.67543,f,RENTAL,11/27/2015 17:28,Nee
7520,150145.9,61.20581,-0.04357604,f,RENTAL,11/27/2015 21:52,Nee
7521,29016.73,32.84133,-0.1431825,m,RENTAL,11/28/2015 4:56,Nee
7522,91662.74167,28.69878925,1.659930231,m,OWNER,11/28/2015 8:00,Nee
7523,48713.76,33.685,0.3152917,m,OWNER,11/29/2015 2:41,Ja
7524,122774.9,40.10661,0.7275998,m,OWNER,11/29/2015 5:06,Nee
7525,NA,NA,-1.518867,m,RENTAL,11/29/2015 8:48,Nee
7526,24018.96,45.49321,-1.518867,m,RENTAL,11/29/2015 8:48,Nee
7527,107415.2,48.13433,NA,NA,NA,11/29/2015 10:29,Nee
7528,107415.2,48.13433,-0.4348444,m,RENTAL,11/29/2015 10:29,Nee
7529,61779.98,38.72469,-0.0102871,m,RENTAL,11/30/2015 1:54,Nee
7530,220552.3,82.37165,0.2985204,f,OWNER,11/30/2015 18:55,Nee
7531,88858.47,63.11635,-1.599237,f,RENTAL,12/1/2015 2:24,Nee
7532,70535.37,33.54078,-3.127649,f,RENTAL,12/1/2015 4:53,Ja
7533,35111.03076,26.55449673,0.460368899,m,OWNER,12/1/2015 5:47,Nee
7534,80347.47,48.32394,-2.025551,f,RENTAL,12/1/2015 8:32,Nee
7535,NA,NA,-1.254898,NA,RENTAL,12/1/2015 18:47,Nee
7536,106549.8,59.35275,-1.254898,m,RENTAL,12/1/2015 18:47,Nee
7537,267238.3,35.83554,1.629075,f,OWNER,12/1/2015 19:45,Nee
7538,NA,66.48407,NA,m,NA,12/1/2015 22:33,Nee
7539,363096.5,66.48407,-0.009516177,m,RENTAL,12/1/2015 22:33,Nee
7540,174876.9,69.27307,-0.2707849,f,RENTAL,12/2/2015 0:27,Nee
7541,124889.5843,43.86390622,0.308114014,m,OWNER,12/2/2015 4:32,Nee
7542,58333.73,NA,NA,NA,NA,12/2/2015 6:09,Nee
7543,58333.73,54.82928,-1.314891,m,RENTAL,12/2/2015 6:09,Nee
7544,135369.8,24.49714,1.166886,f,OWNER,12/2/2015 7:10,Ja
7545,NA,45.19035,-0.05584209,m,RENTAL,12/2/2015 16:08,Nee
7546,108540.1,45.19035,-0.05584209,m,RENTAL,12/2/2015 16:08,Nee
7547,34886.23291,21.14786925,2.039061393,m,OWNER,12/2/2015 16:16,Nee
7548,320779,52.18161,0.7196626,f,OWNER,12/2/2015 19:31,Ja
7549,89512.19,27.01108,1.860979,m,OWNER,12/2/2015 20:06,Nee
7550,92766.17,43.56037,0.132039,m,OWNER,12/3/2015 23:39,Nee
7551,200002.7,48.79419,1.053861,f,OWNER,12/4/2015 7:24,Nee
7552,119231.1,56.47106,-0.7284801,f,RENTAL,12/4/2015 8:29,Nee
7553,121027.2,38.63544,0.9804719,m,OWNER,12/4/2015 13:07,Nee
7554,286257.4,71.52875,-0.3980404,f,RENTAL,12/4/2015 23:10,Ja
7555,142817.3164,35.48154022,1.4662636,m,OWNER,12/5/2015 0:10,Nee
7556,57036.22444,42.72093689,-0.459708534,m,RENTAL,12/5/2015 3:34,Ja
7557,75626.05,33.26536,0.9288948,m,OWNER,12/5/2015 5:30,Nee
7558,142466.6,69.53638,2.551847,f,OWNER,12/5/2015 9:55,Nee
7559,133073.1,57.51494,-0.5923867,NA,RENTAL,12/5/2015 21:28,Ja
7560,133073.1,57.51494,-0.5923867,m,RENTAL,12/5/2015 21:28,Ja
7561,227611.1,37.98144,3.814118,f,OWNER,12/6/2015 0:03,Ja
7562,45213.3689,32.43224984,0.263939756,m,OWNER,12/6/2015 2:29,Nee
7563,215278.8,54.05714,1.429541,f,OWNER,12/6/2015 11:11,Ja
7564,230751.3516,NA,NA,m,RENTAL,12/6/2015 13:04,Nee
7565,230751.3516,70.26361249,-0.710055686,m,RENTAL,12/6/2015 13:04,Nee
7566,18492.68,24.87627,0.6627184,m,OWNER,12/6/2015 20:12,Ja
7567,126733.8,NA,NA,m,RENTAL,12/6/2015 22:05,Nee
7568,126733.8,50.65252,-0.2417928,m,RENTAL,12/6/2015 22:05,Nee
7569,121779.8,33.72044,0.7787175,m,OWNER,12/7/2015 2:14,Ja
7570,41371.78,39.22755,-0.502949,m,RENTAL,12/7/2015 8:02,Nee
7571,116159.6,42.67942,0.6135523,m,OWNER,12/7/2015 10:08,Nee
7572,17123.35,22.51204,1.1896,m,OWNER,12/7/2015 15:17,Nee
7573,29494.08,35.11418,-0.1728527,m,RENTAL,12/7/2015 22:41,Ja
7574,136996,65.23182,0.4655485,f,OWNER,12/7/2015 23:07,Ja
7575,74427.64,28.62266,1.277352,m,OWNER,12/8/2015 2:25,Nee
7576,177874.8,62.38659,-0.6744795,f,RENTAL,12/8/2015 9:06,Ja
7577,106666.6,41.83818,0.4502313,m,OWNER,12/8/2015 14:13,Nee
7578,173448.7,47.19208,0.68796,f,OWNER,12/8/2015 15:25,Nee
7579,71831.62,62.77306,0.4404524,f,OWNER,12/9/2015 4:08,Nee
7580,119768.7,42.48449,1.046439,f,OWNER,12/9/2015 5:44,Nee
7581,167833,43.96229,1.050371,m,OWNER,12/9/2015 8:15,Ja
7582,66808.3,28.90408,1.054714,m,OWNER,12/9/2015 12:07,Ja
7583,102867.7,NA,NA,NA,RENTAL,12/9/2015 12:23,Nee
7584,102867.7,58.56145,-0.9078447,m,RENTAL,12/9/2015 12:23,Nee
7585,69825.12568,28.37192965,1.197251735,m,OWNER,12/9/2015 21:33,Nee
7586,212759.0497,59.83214073,-0.183984904,NA,RENTAL,12/10/2015 4:06,Nee
7587,212759.0497,59.83214073,-0.183984904,m,RENTAL,12/10/2015 4:06,Nee
7588,91132.47,42.92828,0.3077198,m,OWNER,12/10/2015 4:42,Nee
7589,221867.7,60.43179,-2.371077,f,RENTAL,12/10/2015 13:05,Nee
7590,72603.4364,40.53890015,0.282985992,m,OWNER,12/10/2015 14:31,Ja
7591,150702.9,46.0597,-0.4290412,f,RENTAL,12/10/2015 19:14,Nee
7592,53403.35,38.24753,0.3182627,m,OWNER,12/11/2015 9:31,Nee
7593,114323.3,29.37743,-0.1393409,f,RENTAL,12/11/2015 12:45,Nee
7594,85632.79,67.65149,-3.8709,f,RENTAL,12/11/2015 12:47,Nee
7595,21167.01,44.31418,-0.9441465,m,RENTAL,12/11/2015 18:42,Nee
7596,52933.55,NA,-1.759241,NA,RENTAL,12/11/2015 18:44,Ja
7597,52933.55,61.81952,-1.759241,m,RENTAL,12/11/2015 18:44,Ja
7598,125105.9,48.72565,-0.4964685,f,RENTAL,12/11/2015 22:06,Ja
7599,52299.2,34.18065,-0.05597299,m,RENTAL,12/11/2015 23:10,Ja
7600,220299.2,56.2378,-0.3139149,f,RENTAL,12/12/2015 8:25,Nee
7601,58539.09,27.64994,1.337845,m,OWNER,12/12/2015 13:02,Ja
7602,223033.5,64.72878,-0.7728945,f,RENTAL,12/12/2015 13:18,Ja
7603,39174.26,NA,-1.573223,m,NA,12/12/2015 14:42,Nee
7604,39174.26,53.61664,-1.573223,m,RENTAL,12/12/2015 14:42,Nee
7605,66459,31.99264,0.7786124,m,OWNER,12/13/2015 0:34,Nee
7606,268231.2,62.51235,0.4735673,f,OWNER,12/13/2015 6:49,Ja
7607,183878.7,66.61242,0.1108539,f,OWNER,12/13/2015 8:12,Nee
7608,51448.32443,32.76534943,0.737198132,m,OWNER,12/13/2015 12:57,Ja
7609,93941.95,26.70721,1.825102,m,OWNER,12/14/2015 10:44,Ja
7610,259061.7,45.20707,1.444717,f,OWNER,12/14/2015 12:41,Nee
7611,155511.3,36.74766,1.457064,m,OWNER,12/14/2015 20:25,Nee
7612,24080.84,32.56717,-0.2190472,m,RENTAL,12/14/2015 23:12,Ja
7613,63099.41,42.54924,-0.5911994,m,RENTAL,12/15/2015 0:04,Ja
7614,242683.9,44.88836,3.657173,f,OWNER,12/15/2015 5:34,Ja
7615,10745.15,37.77716,-1.586033,m,RENTAL,12/15/2015 6:16,Ja
7616,66526.99199,26.43123781,1.380839406,m,OWNER,12/15/2015 10:46,Nee
7617,24157.45,23.02846,1.165859,m,OWNER,12/15/2015 19:14,Nee
7618,NA,55.78547,-0.1663133,m,NA,12/15/2015 20:57,Nee
7619,163472.4,55.78547,-0.1663133,m,RENTAL,12/15/2015 20:57,Nee
7620,117573.1,28.64128,1.19373,f,OWNER,12/16/2015 3:58,Nee
7621,202060.5,61.3828,1.293174,f,OWNER,12/16/2015 17:11,Nee
7622,120513.6929,47.17112584,0.288041313,m,OWNER,12/16/2015 20:15,Nee
7623,201188.7,65.52858,0.3954145,f,OWNER,12/17/2015 5:16,Ja
7624,232014.9,74.54774,-0.003829326,f,RENTAL,12/17/2015 10:02,Ja
7625,159262.1,73.27762,-0.578377,f,RENTAL,12/17/2015 23:48,Nee
7626,166601.8,42.66123,1.026031,m,OWNER,12/17/2015 23:50,Nee
7627,214716.7,47.08708,0.6345611,f,OWNER,12/18/2015 12:48,Ja
7628,105047,56.16255,-0.6425864,f,RENTAL,12/18/2015 16:35,Ja
7629,193272,58.60422,0.6431304,f,OWNER,12/18/2015 21:50,Ja
7630,221387.6,52.15227,0.8448168,f,OWNER,12/19/2015 0:53,Nee
7631,188582.4,35.84881,0.8411963,f,OWNER,12/19/2015 5:59,Nee
7632,95476.67,40.28091,0.05838985,m,OWNER,12/19/2015 10:41,Nee
7633,146622.5,56.34458,0.3210642,f,OWNER,12/19/2015 12:30,Nee
7634,77891.03433,41.07568305,0.080905727,m,OWNER,12/19/2015 19:53,Nee
7635,186442.3,53.48767,2.391281,f,OWNER,12/20/2015 13:36,Nee
7636,232115.3,59.06325,0.5766911,f,OWNER,12/20/2015 17:17,Nee
7637,192345.4,54.23488,0.6355353,f,OWNER,12/20/2015 22:08,Nee
7638,NA,NA,NA,m,RENTAL,12/20/2015 22:11,Nee
7639,90339.65,63.28693,-1.307437,m,RENTAL,12/20/2015 22:11,Nee
7640,253557.1,70.69087,0.2876676,f,OWNER,12/21/2015 0:38,Ja
7641,141692.5,58.09424,0.003237372,f,OWNER,12/21/2015 21:28,Ja
7642,985.8498,38.96787,-2.010266,m,RENTAL,12/21/2015 22:02,Ja
7643,226087.7,57.11515,0.2499738,f,OWNER,12/21/2015 23:10,Ja
7644,154277.2,29.56105,2.172073,m,OWNER,12/21/2015 23:21,Ja
7645,85595.98,44.13379,-0.2402088,m,RENTAL,12/22/2015 5:13,Ja
7646,177895.9,36.96607,1.249192,m,OWNER,12/22/2015 23:08,Ja
7647,NA,56.51852,NA,m,NA,12/23/2015 6:22,Nee
7648,95778.33,56.51852,-1.02684,m,RENTAL,12/23/2015 6:22,Nee
7649,20705.35,36.01361,-0.3986567,m,RENTAL,12/23/2015 7:42,Nee
7650,84429,30.15092,-0.666517,f,RENTAL,12/23/2015 8:31,Nee
7651,126532.6,59.27493,-1.070252,f,RENTAL,12/23/2015 13:46,Ja
7652,186236.6,71.66536,-0.7968472,f,RENTAL,12/24/2015 9:07,Nee
7653,184032.1,62.91151,-0.0375601,f,RENTAL,12/24/2015 16:14,Ja
7654,398170.8,85.00072,-0.7143793,f,RENTAL,12/24/2015 17:19,Ja
7655,31434.04,51.81688,-1.192801,NA,RENTAL,12/25/2015 2:46,Nee
7656,31434.04,51.81688,-1.192801,m,RENTAL,12/25/2015 2:46,Nee
7657,32352.03,33.21385,0.357747,m,OWNER,12/25/2015 22:18,Ja
7658,149405.5,67.07748,0.4320499,f,OWNER,12/26/2015 4:45,Nee
7659,97489.2,25.79254,1.903,m,OWNER,12/26/2015 6:43,Nee
7660,151308.2,51.0107,1.270715,f,OWNER,12/26/2015 11:01,Nee
7661,NA,NA,NA,NA,NA,12/26/2015 11:34,Nee
7662,54041.9,50.5446,-0.8044721,m,RENTAL,12/26/2015 11:34,Nee
7663,34694.51,39.71095,-0.6312408,m,RENTAL,12/26/2015 17:57,Nee
7664,NA,45.0241,NA,NA,NA,12/27/2015 2:51,Nee
7665,45180.03,45.0241,-0.8967153,m,RENTAL,12/27/2015 2:51,Nee
7666,39846.91,36.65588,-0.3931203,m,RENTAL,12/27/2015 5:32,Ja
7667,20005.08,21.59962,1.960224,m,OWNER,12/27/2015 5:57,Nee
7668,160326.6,24.88392,5.72136,f,OWNER,12/27/2015 23:45,Nee
7669,258493.5,53.34035,0.2598864,f,OWNER,12/28/2015 3:28,Ja
7670,119646.1252,37.27752377,0.833534,m,OWNER,12/28/2015 5:08,Ja
7671,74214.54,50.27233,-1.319758,f,RENTAL,12/28/2015 6:19,Nee
7672,NA,NA,-0.411905,m,RENTAL,12/28/2015 7:33,Ja
7673,96559.17,50.11426,-0.411905,m,RENTAL,12/28/2015 7:33,Ja
7674,48805.22,NA,-0.9662196,NA,RENTAL,12/28/2015 17:19,Nee
7675,48805.22,48.08308,-0.9662196,m,RENTAL,12/28/2015 17:19,Nee
7676,119740.5,45.10439,1.070152,f,OWNER,12/29/2015 7:24,Nee
7677,42120.2,30.2111,0.5398427,m,OWNER,12/29/2015 16:21,Nee
7678,64049.76,30.04945,1.275685,m,OWNER,12/30/2015 9:27,Nee
7679,NA,51.44576,NA,m,NA,12/30/2015 22:29,Ja
7680,116966.2,51.44576,-0.1820659,m,RENTAL,12/30/2015 22:29,Ja
7681,295341.9,59.47194,0.2786942,f,OWNER,12/31/2015 7:36,Ja
7682,NA,NA,NA,m,RENTAL,12/31/2015 7:54,Nee
7683,21850.13,46.72784,-1.491784,m,RENTAL,12/31/2015 7:54,Nee
